pair_id,image_id_1,image_id_2,group_id_1,group_id_2,category_id_1,category_id_2,category_1,category_2,split,label,pair_type,negative_type
DS1_IMG_000014__DS1_IMG_000015,DS1_IMG_000014,DS1_IMG_000015,IMG_0429_94ddbe5a,IMG_0429_94ddbe5a,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000015__DS1_IMG_001282,DS1_IMG_000015,DS1_IMG_001282,IMG_0429_94ddbe5a,earring_422,0,1,Bracelet,Earrings,train,0,negative,random
DS1_IMG_000015__DS1_IMG_003628,DS1_IMG_000015,DS1_IMG_003628,IMG_0429_94ddbe5a,necklace_76,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000016__DS1_IMG_000017,DS1_IMG_000016,DS1_IMG_000017,IMG_0430-1-_046d20ce,IMG_0430-1-_046d20ce,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000016__DS1_IMG_000018,DS1_IMG_000016,DS1_IMG_000018,IMG_0430-1-_046d20ce,IMG_0430-1-_046d20ce,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000016__DS1_IMG_001298,DS1_IMG_000016,DS1_IMG_001298,IMG_0430-1-_046d20ce,earring_441,0,1,Bracelet,Earrings,train,0,negative,random
DS1_IMG_000016__DS1_IMG_001623,DS1_IMG_000016,DS1_IMG_001623,IMG_0430-1-_046d20ce,IMG_0366_f6cb13e0,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000016__DS1_IMG_001647,DS1_IMG_000016,DS1_IMG_001647,IMG_0430-1-_046d20ce,IMG_0376_82651860,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000016__DS1_IMG_003573,DS1_IMG_000016,DS1_IMG_003573,IMG_0430-1-_046d20ce,necklace_20241125_122545_81818191,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000017__DS1_IMG_000018,DS1_IMG_000017,DS1_IMG_000018,IMG_0430-1-_046d20ce,IMG_0430-1-_046d20ce,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000017__DS1_IMG_003069,DS1_IMG_000017,DS1_IMG_003069,IMG_0430-1-_046d20ce,IMG_3092_84e9b6df,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000018__DS1_IMG_003147,DS1_IMG_000018,DS1_IMG_003147,IMG_0430-1-_046d20ce,IMG_3501_59379313,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000019__DS1_IMG_000020,DS1_IMG_000019,DS1_IMG_000020,IMG_0430-1-_e8eb3b89,IMG_0430-1-_e8eb3b89,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000019__DS1_IMG_000021,DS1_IMG_000019,DS1_IMG_000021,IMG_0430-1-_e8eb3b89,IMG_0430-1-_e8eb3b89,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000019__DS1_IMG_001269,DS1_IMG_000019,DS1_IMG_001269,IMG_0430-1-_e8eb3b89,earring_404,0,1,Bracelet,Earrings,train,0,negative,random
DS1_IMG_000019__DS1_IMG_001690,DS1_IMG_000019,DS1_IMG_001690,IMG_0430-1-_e8eb3b89,IMG_0403_66e58417,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000019__DS1_IMG_002900,DS1_IMG_000019,DS1_IMG_002900,IMG_0430-1-_e8eb3b89,IMG_2442_293df283,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000020__DS1_IMG_000021,DS1_IMG_000020,DS1_IMG_000021,IMG_0430-1-_e8eb3b89,IMG_0430-1-_e8eb3b89,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000020__DS1_IMG_004076,DS1_IMG_000020,DS1_IMG_004076,IMG_0430-1-_e8eb3b89,ring_049,0,4,Bracelet,Ring,train,0,negative,random
DS1_IMG_000021__DS1_IMG_000662,DS1_IMG_000021,DS1_IMG_000662,IMG_0430-1-_e8eb3b89,bracelet_232,0,0,Bracelet,Bracelet,train,0,negative,random
DS1_IMG_000022__DS1_IMG_000023,DS1_IMG_000022,DS1_IMG_000023,IMG_0431_69caa589,IMG_0431_69caa589,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000022__DS1_IMG_000024,DS1_IMG_000022,DS1_IMG_000024,IMG_0431_69caa589,IMG_0431_69caa589,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000023__DS1_IMG_000024,DS1_IMG_000023,DS1_IMG_000024,IMG_0431_69caa589,IMG_0431_69caa589,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000023__DS1_IMG_002771,DS1_IMG_000023,DS1_IMG_002771,IMG_0431_69caa589,IMG_2307_c1c3a154,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000025__DS1_IMG_000026,DS1_IMG_000025,DS1_IMG_000026,IMG_0432_ebfd19c6,IMG_0432_ebfd19c6,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000025__DS1_IMG_000027,DS1_IMG_000025,DS1_IMG_000027,IMG_0432_ebfd19c6,IMG_0432_ebfd19c6,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000025__DS1_IMG_003480,DS1_IMG_000025,DS1_IMG_003480,IMG_0432_ebfd19c6,necklace_20241125_122545_0e1b1e2e,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000026__DS1_IMG_000027,DS1_IMG_000026,DS1_IMG_000027,IMG_0432_ebfd19c6,IMG_0432_ebfd19c6,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000026__DS1_IMG_002657,DS1_IMG_000026,DS1_IMG_002657,IMG_0432_ebfd19c6,IMG_2219_8b9cd0ea,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000028__DS1_IMG_000029,DS1_IMG_000028,DS1_IMG_000029,IMG_0433-1-_c47b78a0,IMG_0433-1-_c47b78a0,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000028__DS1_IMG_000030,DS1_IMG_000028,DS1_IMG_000030,IMG_0433-1-_c47b78a0,IMG_0433-1-_c47b78a0,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000028__DS1_IMG_000161,DS1_IMG_000028,DS1_IMG_000161,IMG_0433-1-_c47b78a0,IMG_2388_c27a09a3,0,0,Bracelet,Bracelet,train,0,negative,random
DS1_IMG_000028__DS1_IMG_000837,DS1_IMG_000028,DS1_IMG_000837,IMG_0433-1-_c47b78a0,IMG_2232_dd20c4b3,0,1,Bracelet,Earrings,train,0,negative,random
DS1_IMG_000029__DS1_IMG_000030,DS1_IMG_000029,DS1_IMG_000030,IMG_0433-1-_c47b78a0,IMG_0433-1-_c47b78a0,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000029__DS1_IMG_001689,DS1_IMG_000029,DS1_IMG_001689,IMG_0433-1-_c47b78a0,IMG_0403_66e58417,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000029__DS1_IMG_001925,DS1_IMG_000029,DS1_IMG_001925,IMG_0433-1-_c47b78a0,IMG_0561-1-_4d34b2d5,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000029__DS1_IMG_002545,DS1_IMG_000029,DS1_IMG_002545,IMG_0433-1-_c47b78a0,IMG_1855_8b7f24a5,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000031__DS1_IMG_000032,DS1_IMG_000031,DS1_IMG_000032,IMG_0434-1-_043355e7,IMG_0434-1-_043355e7,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000031__DS1_IMG_000033,DS1_IMG_000031,DS1_IMG_000033,IMG_0434-1-_043355e7,IMG_0434-1-_043355e7,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000031__DS1_IMG_002083,DS1_IMG_000031,DS1_IMG_002083,IMG_0434-1-_043355e7,IMG_0937_5faf1cd0,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000032__DS1_IMG_000033,DS1_IMG_000032,DS1_IMG_000033,IMG_0434-1-_043355e7,IMG_0434-1-_043355e7,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000032__DS1_IMG_000580,DS1_IMG_000032,DS1_IMG_000580,IMG_0434-1-_043355e7,bracelet_173,0,0,Bracelet,Bracelet,train,0,negative,random
DS1_IMG_000032__DS1_IMG_002832,DS1_IMG_000032,DS1_IMG_002832,IMG_0434-1-_043355e7,IMG_2394_46b5edad,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000032__DS1_IMG_003056,DS1_IMG_000032,DS1_IMG_003056,IMG_0434-1-_043355e7,IMG_3080_7df3193f,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000032__DS1_IMG_003735,DS1_IMG_000032,DS1_IMG_003735,IMG_0434-1-_043355e7,IMG_0859_0fc9d49e,0,3,Bracelet,Pendant,train,0,negative,random
DS1_IMG_000033__DS1_IMG_000520,DS1_IMG_000033,DS1_IMG_000520,IMG_0434-1-_043355e7,bracelet_143,0,0,Bracelet,Bracelet,train,0,negative,random
DS1_IMG_000033__DS1_IMG_001042,DS1_IMG_000033,DS1_IMG_001042,IMG_0434-1-_043355e7,earring_190,0,1,Bracelet,Earrings,train,0,negative,random
DS1_IMG_000033__DS1_IMG_001615,DS1_IMG_000033,DS1_IMG_001615,IMG_0434-1-_043355e7,IMG_0359-1-_c0fb471e,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000034__DS1_IMG_000035,DS1_IMG_000034,DS1_IMG_000035,IMG_0434_5a344889,IMG_0434_5a344889,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000034__DS1_IMG_000036,DS1_IMG_000034,DS1_IMG_000036,IMG_0434_5a344889,IMG_0434_5a344889,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000034__DS1_IMG_001782,DS1_IMG_000034,DS1_IMG_001782,IMG_0434_5a344889,IMG_0472_b36c4cb6,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000034__DS1_IMG_003911,DS1_IMG_000034,DS1_IMG_003911,IMG_0434_5a344889,IMG_2912_9176f0b9,0,3,Bracelet,Pendant,train,0,negative,random
DS1_IMG_000035__DS1_IMG_000036,DS1_IMG_000035,DS1_IMG_000036,IMG_0434_5a344889,IMG_0434_5a344889,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000035__DS1_IMG_000947,DS1_IMG_000035,DS1_IMG_000947,IMG_0434_5a344889,earring_116,0,1,Bracelet,Earrings,train,0,negative,random
DS1_IMG_000037__DS1_IMG_000038,DS1_IMG_000037,DS1_IMG_000038,IMG_0436-1-_9a934624,IMG_0436-1-_9a934624,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000037__DS1_IMG_000039,DS1_IMG_000037,DS1_IMG_000039,IMG_0436-1-_9a934624,IMG_0436-1-_9a934624,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000038__DS1_IMG_000039,DS1_IMG_000038,DS1_IMG_000039,IMG_0436-1-_9a934624,IMG_0436-1-_9a934624,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000038__DS1_IMG_003654,DS1_IMG_000038,DS1_IMG_003654,IMG_0436-1-_9a934624,necklace_95,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000040__DS1_IMG_000041,DS1_IMG_000040,DS1_IMG_000041,IMG_0436_b4f3da31,IMG_0436_b4f3da31,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000040__DS1_IMG_000042,DS1_IMG_000040,DS1_IMG_000042,IMG_0436_b4f3da31,IMG_0436_b4f3da31,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000040__DS1_IMG_001102,DS1_IMG_000040,DS1_IMG_001102,IMG_0436_b4f3da31,earring_239,0,1,Bracelet,Earrings,train,0,negative,random
DS1_IMG_000040__DS1_IMG_003973,DS1_IMG_000040,DS1_IMG_003973,IMG_0436_b4f3da31,necklace_20241125_122545_1abac664,0,3,Bracelet,Pendant,train,0,negative,random
DS1_IMG_000041__DS1_IMG_000042,DS1_IMG_000041,DS1_IMG_000042,IMG_0436_b4f3da31,IMG_0436_b4f3da31,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000041__DS1_IMG_000763,DS1_IMG_000041,DS1_IMG_000763,IMG_0436_b4f3da31,Cheerful-Diamond-Drop-Earrings-1,0,1,Bracelet,Earrings,train,0,negative,random
DS1_IMG_000041__DS1_IMG_003156,DS1_IMG_000041,DS1_IMG_003156,IMG_0436_b4f3da31,IMG_3505_da048f3c,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000042__DS1_IMG_000250,DS1_IMG_000042,DS1_IMG_000250,IMG_0436_b4f3da31,IMG_3039_601f930d,0,0,Bracelet,Bracelet,train,0,negative,random
DS1_IMG_000042__DS1_IMG_001522,DS1_IMG_000042,DS1_IMG_001522,IMG_0436_b4f3da31,ramleela-earrings-black,0,1,Bracelet,Earrings,train,0,negative,random
DS1_IMG_000042__DS1_IMG_003638,DS1_IMG_000042,DS1_IMG_003638,IMG_0436_b4f3da31,necklace_82,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000043__DS1_IMG_000044,DS1_IMG_000043,DS1_IMG_000044,IMG_0437_87aa8202,IMG_0437_87aa8202,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000043__DS1_IMG_000045,DS1_IMG_000043,DS1_IMG_000045,IMG_0437_87aa8202,IMG_0437_87aa8202,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000043__DS1_IMG_002568,DS1_IMG_000043,DS1_IMG_002568,IMG_0437_87aa8202,IMG_1869_3dd27dc4,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000044__DS1_IMG_000045,DS1_IMG_000044,DS1_IMG_000045,IMG_0437_87aa8202,IMG_0437_87aa8202,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000044__DS1_IMG_000089,DS1_IMG_000044,DS1_IMG_000089,IMG_0437_87aa8202,IMG_1367_14690653,0,0,Bracelet,Bracelet,train,0,negative,random
DS1_IMG_000044__DS1_IMG_002904,DS1_IMG_000044,DS1_IMG_002904,IMG_0437_87aa8202,IMG_2804_46a71da7,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000046__DS1_IMG_000047,DS1_IMG_000046,DS1_IMG_000047,IMG_0438_35a93e41,IMG_0438_35a93e41,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000046__DS1_IMG_000048,DS1_IMG_000046,DS1_IMG_000048,IMG_0438_35a93e41,IMG_0438_35a93e41,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000046__DS1_IMG_001964,DS1_IMG_000046,DS1_IMG_001964,IMG_0438_35a93e41,IMG_0578-1-_02688771,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000046__DS1_IMG_002502,DS1_IMG_000046,DS1_IMG_002502,IMG_0438_35a93e41,IMG_1650_ce440f91,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000046__DS1_IMG_002756,DS1_IMG_000046,DS1_IMG_002756,IMG_0438_35a93e41,IMG_2295_29a9f18d,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000046__DS1_IMG_003256,DS1_IMG_000046,DS1_IMG_003256,IMG_0438_35a93e41,IMG_3556_0fce9386,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000046__DS1_IMG_004278,DS1_IMG_000046,DS1_IMG_004278,IMG_0438_35a93e41,ring_164,0,4,Bracelet,Ring,train,0,negative,random
DS1_IMG_000047__DS1_IMG_000048,DS1_IMG_000047,DS1_IMG_000048,IMG_0438_35a93e41,IMG_0438_35a93e41,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000047__DS1_IMG_003434,DS1_IMG_000047,DS1_IMG_003434,IMG_0438_35a93e41,necklace_190,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000048__DS1_IMG_002519,DS1_IMG_000048,DS1_IMG_002519,IMG_0438_35a93e41,IMG_1661_b8cce3c6,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000048__DS1_IMG_003285,DS1_IMG_000048,DS1_IMG_003285,IMG_0438_35a93e41,IMG_3576_ef2345f5,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000048__DS1_IMG_003790,DS1_IMG_000048,DS1_IMG_003790,IMG_0438_35a93e41,IMG_2269_56abfe73,0,3,Bracelet,Pendant,train,0,negative,random
DS1_IMG_000048__DS1_IMG_004025,DS1_IMG_000048,DS1_IMG_004025,IMG_0438_35a93e41,Screenshot_20181116-203021_1542449934494,0,4,Bracelet,Ring,train,0,negative,random
DS1_IMG_000049__DS1_IMG_000050,DS1_IMG_000049,DS1_IMG_000050,IMG_0822_795188d3,IMG_0822_795188d3,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000049__DS1_IMG_000051,DS1_IMG_000049,DS1_IMG_000051,IMG_0822_795188d3,IMG_0822_795188d3,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000050__DS1_IMG_000051,DS1_IMG_000050,DS1_IMG_000051,IMG_0822_795188d3,IMG_0822_795188d3,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000051__DS1_IMG_001129,DS1_IMG_000051,DS1_IMG_001129,IMG_0822_795188d3,earring_264,0,1,Bracelet,Earrings,train,0,negative,random
DS1_IMG_000052__DS1_IMG_000053,DS1_IMG_000052,DS1_IMG_000053,IMG_0824_f62552ed,IMG_0824_f62552ed,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000052__DS1_IMG_000054,DS1_IMG_000052,DS1_IMG_000054,IMG_0824_f62552ed,IMG_0824_f62552ed,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000052__DS1_IMG_000932,DS1_IMG_000052,DS1_IMG_000932,IMG_0824_f62552ed,bracelet_20241125_122504_81999999,0,1,Bracelet,Earrings,train,0,negative,random
DS1_IMG_000053__DS1_IMG_000054,DS1_IMG_000053,DS1_IMG_000054,IMG_0824_f62552ed,IMG_0824_f62552ed,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000053__DS1_IMG_000700,DS1_IMG_000053,DS1_IMG_000700,IMG_0824_f62552ed,bracelet_254,0,0,Bracelet,Bracelet,train,0,negative,random
DS1_IMG_000053__DS1_IMG_002233,DS1_IMG_000053,DS1_IMG_002233,IMG_0824_f62552ed,IMG_1418_e024fd67,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000053__DS1_IMG_003465,DS1_IMG_000053,DS1_IMG_003465,IMG_0824_f62552ed,necklace_20241125_122545_00197bf3,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000054__DS1_IMG_000726,DS1_IMG_000054,DS1_IMG_000726,IMG_0824_f62552ed,bracelet_268,0,0,Bracelet,Bracelet,train,0,negative,random
DS1_IMG_000054__DS1_IMG_002319,DS1_IMG_000054,DS1_IMG_002319,IMG_0824_f62552ed,IMG_1480_5340f091,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000054__DS1_IMG_002779,DS1_IMG_000054,DS1_IMG_002779,IMG_0824_f62552ed,IMG_2313_a8c8f877,0,2,Bracelet,Necklace,train,0,negative,random
DS1_IMG_000055__DS1_IMG_000056,DS1_IMG_000055,DS1_IMG_000056,IMG_0825_1c89fb88,IMG_0825_1c89fb88,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000055__DS1_IMG_000057,DS1_IMG_000055,DS1_IMG_000057,IMG_0825_1c89fb88,IMG_0825_1c89fb88,0,0,Bracelet,Bracelet,train,1,positive,
