image_id,image_path,group_id,category,category_id,split,source
DS1_IMG_000013,train/Bracelet/IMG_0429_94ddbe5a_jpg.rf.272ad34b9d70a18faa4b383dbe7d5d1c.jpg,IMG_0429_94ddbe5a,Bracelet,0,train,dataset1
DS1_IMG_000014,train/Bracelet/IMG_0429_94ddbe5a_jpg.rf.a9f73cf414c4ace93f0788387163f8c0.jpg,IMG_0429_94ddbe5a,Bracelet,0,train,dataset1
DS1_IMG_000015,train/Bracelet/IMG_0429_94ddbe5a_jpg.rf.e866ff81c544e2a1651ae4cd612a6aab.jpg,IMG_0429_94ddbe5a,Bracelet,0,train,dataset1
DS1_IMG_000016,train/Bracelet/IMG_0430-1-_046d20ce_jpg.rf.5976306cfa14afd75c0d202f0f2a3792.jpg,IMG_0430-1-_046d20ce,Bracelet,0,train,dataset1
DS1_IMG_000017,train/Bracelet/IMG_0430-1-_046d20ce_jpg.rf.65196e132838a82691a30142f5b9d457.jpg,IMG_0430-1-_046d20ce,Bracelet,0,train,dataset1
DS1_IMG_000018,train/Bracelet/IMG_0430-1-_046d20ce_jpg.rf.c1d8c1ab08a6b7a6dad6ec54cb44b831.jpg,IMG_0430-1-_046d20ce,Bracelet,0,train,dataset1
DS1_IMG_000019,train/Bracelet/IMG_0430-1-_e8eb3b89_JPG.rf.40d5f7a178e2ded6bb7573d80a5ed78b.jpg,IMG_0430-1-_e8eb3b89,Bracelet,0,train,dataset1
DS1_IMG_000020,train/Bracelet/IMG_0430-1-_e8eb3b89_JPG.rf.62b80097d93c6ac7ad7e225a9fe7f598.jpg,IMG_0430-1-_e8eb3b89,Bracelet,0,train,dataset1
DS1_IMG_000021,train/Bracelet/IMG_0430-1-_e8eb3b89_JPG.rf.b97c9cf9690748e15eb4e59fd0777e25.jpg,IMG_0430-1-_e8eb3b89,Bracelet,0,train,dataset1
DS1_IMG_000022,train/Bracelet/IMG_0431_69caa589_jpg.rf.72edeb77a51ed38e6044ab62a9f15302.jpg,IMG_0431_69caa589,Bracelet,0,train,dataset1
DS1_IMG_000023,train/Bracelet/IMG_0431_69caa589_jpg.rf.938bef2bdcf2e1e7427ab89d85c545e4.jpg,IMG_0431_69caa589,Bracelet,0,train,dataset1
DS1_IMG_000024,train/Bracelet/IMG_0431_69caa589_jpg.rf.d7b281c2c210291e77f60828464b4af0.jpg,IMG_0431_69caa589,Bracelet,0,train,dataset1
DS1_IMG_000025,train/Bracelet/IMG_0432_ebfd19c6_jpg.rf.4d8f8a618918447698e9acd299776ca4.jpg,IMG_0432_ebfd19c6,Bracelet,0,train,dataset1
DS1_IMG_000026,train/Bracelet/IMG_0432_ebfd19c6_jpg.rf.ca2e305a80ee9751604a430155671d41.jpg,IMG_0432_ebfd19c6,Bracelet,0,train,dataset1
DS1_IMG_000027,train/Bracelet/IMG_0432_ebfd19c6_jpg.rf.d017770203c5928bf7229eee8617b14a.jpg,IMG_0432_ebfd19c6,Bracelet,0,train,dataset1
DS1_IMG_000028,train/Bracelet/IMG_0433-1-_c47b78a0_JPG.rf.35346e90ac35a8f0fd788cb1bbccaaa4.jpg,IMG_0433-1-_c47b78a0,Bracelet,0,train,dataset1
DS1_IMG_000029,train/Bracelet/IMG_0433-1-_c47b78a0_JPG.rf.97d06401375bfe1dce7d9c88283ef63b.jpg,IMG_0433-1-_c47b78a0,Bracelet,0,train,dataset1
DS1_IMG_000030,train/Bracelet/IMG_0433-1-_c47b78a0_JPG.rf.b880ab991503453a7746ca1690bcd14d.jpg,IMG_0433-1-_c47b78a0,Bracelet,0,train,dataset1
DS1_IMG_000031,train/Bracelet/IMG_0434-1-_043355e7_JPG.rf.434a6432d76f1ab5bd0c1c129a068a37.jpg,IMG_0434-1-_043355e7,Bracelet,0,train,dataset1
DS1_IMG_000032,train/Bracelet/IMG_0434-1-_043355e7_JPG.rf.a6737aa79fd509833e9d44dc45bfc63f.jpg,IMG_0434-1-_043355e7,Bracelet,0,train,dataset1
DS1_IMG_000033,train/Bracelet/IMG_0434-1-_043355e7_JPG.rf.ac8545e1f97784aea888697d77817c5e.jpg,IMG_0434-1-_043355e7,Bracelet,0,train,dataset1
DS1_IMG_000034,train/Bracelet/IMG_0434_5a344889_jpg.rf.55f37cf9a620c58dbd4a95834db9c021.jpg,IMG_0434_5a344889,Bracelet,0,train,dataset1
DS1_IMG_000035,train/Bracelet/IMG_0434_5a344889_jpg.rf.ad7238a4d0004fda2c3a9b3314b05465.jpg,IMG_0434_5a344889,Bracelet,0,train,dataset1
DS1_IMG_000036,train/Bracelet/IMG_0434_5a344889_jpg.rf.e9780866cd3dd08effb5aed32746c7cf.jpg,IMG_0434_5a344889,Bracelet,0,train,dataset1
DS1_IMG_000037,train/Bracelet/IMG_0436-1-_9a934624_JPG.rf.04a6cab3a0549842a3c6e9b029e20f28.jpg,IMG_0436-1-_9a934624,Bracelet,0,train,dataset1
DS1_IMG_000038,train/Bracelet/IMG_0436-1-_9a934624_JPG.rf.4dde31b6fb32f530bcf66cc1163a5c92.jpg,IMG_0436-1-_9a934624,Bracelet,0,train,dataset1
DS1_IMG_000039,train/Bracelet/IMG_0436-1-_9a934624_JPG.rf.9db9c5a7e6d4e4f6806266d5abfeb067.jpg,IMG_0436-1-_9a934624,Bracelet,0,train,dataset1
DS1_IMG_000040,train/Bracelet/IMG_0436_b4f3da31_jpg.rf.2a3ed6c22c0479b1e58101c2c77cd239.jpg,IMG_0436_b4f3da31,Bracelet,0,train,dataset1
DS1_IMG_000041,train/Bracelet/IMG_0436_b4f3da31_jpg.rf.57430613a782c0a7c5011fb3e51bcf60.jpg,IMG_0436_b4f3da31,Bracelet,0,train,dataset1
DS1_IMG_000042,train/Bracelet/IMG_0436_b4f3da31_jpg.rf.9716c0b08bd408c1db36481ced9e97ea.jpg,IMG_0436_b4f3da31,Bracelet,0,train,dataset1
DS1_IMG_000043,train/Bracelet/IMG_0437_87aa8202_jpg.rf.43da7d2fa990297b28f84817cd0f13e7.jpg,IMG_0437_87aa8202,Bracelet,0,train,dataset1
DS1_IMG_000044,train/Bracelet/IMG_0437_87aa8202_jpg.rf.c191a4e3479b6e7722d1591169291f4d.jpg,IMG_0437_87aa8202,Bracelet,0,train,dataset1
DS1_IMG_000045,train/Bracelet/IMG_0437_87aa8202_jpg.rf.c7e97deb83f8aa4662e39bd6f411772a.jpg,IMG_0437_87aa8202,Bracelet,0,train,dataset1
DS1_IMG_000046,train/Bracelet/IMG_0438_35a93e41_jpg.rf.05915be8d08f65a945e9e53e918f51ef.jpg,IMG_0438_35a93e41,Bracelet,0,train,dataset1
DS1_IMG_000047,train/Bracelet/IMG_0438_35a93e41_jpg.rf.5cc22a46b39e2e1fec472bcd688853ea.jpg,IMG_0438_35a93e41,Bracelet,0,train,dataset1
DS1_IMG_000048,train/Bracelet/IMG_0438_35a93e41_jpg.rf.85ec3779efd4cd2a844c54b12f6de173.jpg,IMG_0438_35a93e41,Bracelet,0,train,dataset1
DS1_IMG_000049,train/Bracelet/IMG_0822_795188d3_JPG.rf.294bc8abfa94c9b7674beb519d35683a.jpg,IMG_0822_795188d3,Bracelet,0,train,dataset1
DS1_IMG_000050,train/Bracelet/IMG_0822_795188d3_JPG.rf.b05b3a4fe7b9aba6dc67594da42d33ad.jpg,IMG_0822_795188d3,Bracelet,0,train,dataset1
DS1_IMG_000051,train/Bracelet/IMG_0822_795188d3_JPG.rf.ce02dd83d27a2c86f528e199b77f604d.jpg,IMG_0822_795188d3,Bracelet,0,train,dataset1
DS1_IMG_000052,train/Bracelet/IMG_0824_f62552ed_JPG.rf.1f3570ff03887636b2d60d5fad8d724d.jpg,IMG_0824_f62552ed,Bracelet,0,train,dataset1
DS1_IMG_000053,train/Bracelet/IMG_0824_f62552ed_JPG.rf.7509bdfb7d7af4bd6e25524fc7a5d13a.jpg,IMG_0824_f62552ed,Bracelet,0,train,dataset1
DS1_IMG_000054,train/Bracelet/IMG_0824_f62552ed_JPG.rf.916d5458926763ff81e5f3538f640c7b.jpg,IMG_0824_f62552ed,Bracelet,0,train,dataset1
DS1_IMG_000055,train/Bracelet/IMG_0825_1c89fb88_JPG.rf.49e4e02a3a63ab1e9cd29b06407df922.jpg,IMG_0825_1c89fb88,Bracelet,0,train,dataset1
DS1_IMG_000056,train/Bracelet/IMG_0825_1c89fb88_JPG.rf.823dc597fa792004c45f44420f3c8a55.jpg,IMG_0825_1c89fb88,Bracelet,0,train,dataset1
DS1_IMG_000057,train/Bracelet/IMG_0825_1c89fb88_JPG.rf.ad001097f7cf9b45a8e8e80d65b35f4d.jpg,IMG_0825_1c89fb88,Bracelet,0,train,dataset1
DS1_IMG_000058,train/Bracelet/IMG_0828_1a7ccf98_JPG.rf.25a5064f7dfd383d32391976453d3841.jpg,IMG_0828_1a7ccf98,Bracelet,0,train,dataset1
DS1_IMG_000059,train/Bracelet/IMG_0828_1a7ccf98_JPG.rf.559b17b1da647181bd308549b3727a06.jpg,IMG_0828_1a7ccf98,Bracelet,0,train,dataset1
DS1_IMG_000060,train/Bracelet/IMG_0828_1a7ccf98_JPG.rf.959d6c528d241ee8c3c77ccef1ae5247.jpg,IMG_0828_1a7ccf98,Bracelet,0,train,dataset1
DS1_IMG_000061,train/Bracelet/IMG_0829_d0d05a1e_JPG.rf.1cae8cd1c102fb27b618731f09747ca9.jpg,IMG_0829_d0d05a1e,Bracelet,0,train,dataset1
DS1_IMG_000062,train/Bracelet/IMG_0829_d0d05a1e_JPG.rf.5b881fc5044258395add505420b37cb1.jpg,IMG_0829_d0d05a1e,Bracelet,0,train,dataset1
DS1_IMG_000063,train/Bracelet/IMG_0829_d0d05a1e_JPG.rf.6ace553163427c7df29445ea436a0ab3.jpg,IMG_0829_d0d05a1e,Bracelet,0,train,dataset1
DS1_IMG_000064,train/Bracelet/IMG_0830_8ad47e30_JPG.rf.4c80dce4459f54fa66a00a8ab76b1e75.jpg,IMG_0830_8ad47e30,Bracelet,0,train,dataset1
DS1_IMG_000065,train/Bracelet/IMG_0830_8ad47e30_JPG.rf.992b6610b68f9a6abc598089e4f712ab.jpg,IMG_0830_8ad47e30,Bracelet,0,train,dataset1
DS1_IMG_000066,train/Bracelet/IMG_0830_8ad47e30_JPG.rf.d35ad23a7ed511eee10321d48a5137a6.jpg,IMG_0830_8ad47e30,Bracelet,0,train,dataset1
DS1_IMG_000067,train/Bracelet/IMG_0832_373648dc_JPG.rf.024be4c49b3125db220e113171e9b37e.jpg,IMG_0832_373648dc,Bracelet,0,train,dataset1
DS1_IMG_000068,train/Bracelet/IMG_0832_373648dc_JPG.rf.44a492c43a45538ec7f7ecad9ff2b6b6.jpg,IMG_0832_373648dc,Bracelet,0,train,dataset1
DS1_IMG_000069,train/Bracelet/IMG_0832_373648dc_JPG.rf.59c482309cc82af5b3ef8a4108e34232.jpg,IMG_0832_373648dc,Bracelet,0,train,dataset1
DS1_IMG_000070,train/Bracelet/IMG_0835_6fd40262_JPG.rf.2f163f4de2b186f366c96ccfbad19e54.jpg,IMG_0835_6fd40262,Bracelet,0,train,dataset1
DS1_IMG_000071,train/Bracelet/IMG_0835_6fd40262_JPG.rf.7f317179896f63eafe2e66fcd814a3f6.jpg,IMG_0835_6fd40262,Bracelet,0,train,dataset1
DS1_IMG_000072,train/Bracelet/IMG_0835_6fd40262_JPG.rf.fe277e8cd9e309933148fb2aa3788a57.jpg,IMG_0835_6fd40262,Bracelet,0,train,dataset1
DS1_IMG_000073,train/Bracelet/IMG_0836_ab653e05_JPG.rf.c26e2dd79a681abc2df3689c7be66b0e.jpg,IMG_0836_ab653e05,Bracelet,0,train,dataset1
DS1_IMG_000074,train/Bracelet/IMG_0836_ab653e05_JPG.rf.ded839bf649224371b988262f4012b48.jpg,IMG_0836_ab653e05,Bracelet,0,train,dataset1
DS1_IMG_000075,train/Bracelet/IMG_1303_6c9f80f2_JPG.rf.301e25147f0164d7acc7de33072daa5c.jpg,IMG_1303_6c9f80f2,Bracelet,0,train,dataset1
DS1_IMG_000076,train/Bracelet/IMG_1303_6c9f80f2_JPG.rf.6d387bcada416007468caa8ba05e1723.jpg,IMG_1303_6c9f80f2,Bracelet,0,train,dataset1
DS1_IMG_000077,train/Bracelet/IMG_1303_6c9f80f2_JPG.rf.c0b0bdb9b2a4eb3feede4c5ce2aaf140.jpg,IMG_1303_6c9f80f2,Bracelet,0,train,dataset1
DS1_IMG_000078,train/Bracelet/IMG_1304_0ee02e82_JPG.rf.5a839419a73d8e96a33836d2cd858de5.jpg,IMG_1304_0ee02e82,Bracelet,0,train,dataset1
DS1_IMG_000079,train/Bracelet/IMG_1304_0ee02e82_JPG.rf.5c4517cdee33f34889523d5cfdad0ba3.jpg,IMG_1304_0ee02e82,Bracelet,0,train,dataset1
DS1_IMG_000080,train/Bracelet/IMG_1304_0ee02e82_JPG.rf.cc6c9883e04845b0128fb3e76d3c9d20.jpg,IMG_1304_0ee02e82,Bracelet,0,train,dataset1
DS1_IMG_000081,train/Bracelet/IMG_1361_afe9f25a_JPG.rf.301a5b47dee7b0a38ae990019fe4b24a.jpg,IMG_1361_afe9f25a,Bracelet,0,train,dataset1
DS1_IMG_000082,train/Bracelet/IMG_1361_afe9f25a_JPG.rf.64d2a84597925cd338d4769ec8ac1ad6.jpg,IMG_1361_afe9f25a,Bracelet,0,train,dataset1
DS1_IMG_000083,train/Bracelet/IMG_1361_afe9f25a_JPG.rf.a1c17dda4c828bce32e7722a99e50d2b.jpg,IMG_1361_afe9f25a,Bracelet,0,train,dataset1
DS1_IMG_000084,train/Bracelet/IMG_1363_044ae8fa_JPG.rf.5e1894bf82dab36595e7dddefc87c01a.jpg,IMG_1363_044ae8fa,Bracelet,0,train,dataset1
DS1_IMG_000085,train/Bracelet/IMG_1363_044ae8fa_JPG.rf.79aef70f20a3c858b7cd454707de95c4.jpg,IMG_1363_044ae8fa,Bracelet,0,train,dataset1
DS1_IMG_000086,train/Bracelet/IMG_1363_044ae8fa_JPG.rf.9275343cb7df1a0d654b02acd1590436.jpg,IMG_1363_044ae8fa,Bracelet,0,train,dataset1
DS1_IMG_000087,train/Bracelet/IMG_1367_14690653_JPG.rf.2f2b9cf16a1ee64ec7df1ee769fba56b.jpg,IMG_1367_14690653,Bracelet,0,train,dataset1
DS1_IMG_000088,train/Bracelet/IMG_1367_14690653_JPG.rf.8403b8e8f59ee52d3015d8a3bc4c9932.jpg,IMG_1367_14690653,Bracelet,0,train,dataset1
DS1_IMG_000089,train/Bracelet/IMG_1367_14690653_JPG.rf.cec79dbc1996d5299109f43a6c036490.jpg,IMG_1367_14690653,Bracelet,0,train,dataset1
DS1_IMG_000090,train/Bracelet/IMG_1368_4ca7c297_JPG.rf.11ba537bd24de3b3b6b5da654c823491.jpg,IMG_1368_4ca7c297,Bracelet,0,train,dataset1
DS1_IMG_000091,train/Bracelet/IMG_1368_4ca7c297_JPG.rf.1b878d2abd0feeac50b0329f691497bc.jpg,IMG_1368_4ca7c297,Bracelet,0,train,dataset1
DS1_IMG_000092,train/Bracelet/IMG_1368_4ca7c297_JPG.rf.615d2d73f27cf3c01a5b13bfd5ca8078.jpg,IMG_1368_4ca7c297,Bracelet,0,train,dataset1
DS1_IMG_000093,train/Bracelet/IMG_1387_df6d03a0_JPG.rf.37bbc0f5193b67e087bbb7fcf4fd6391.jpg,IMG_1387_df6d03a0,Bracelet,0,train,dataset1
DS1_IMG_000094,train/Bracelet/IMG_1387_df6d03a0_JPG.rf.71bc0c96f31588f1f62addd19200bed5.jpg,IMG_1387_df6d03a0,Bracelet,0,train,dataset1
DS1_IMG_000095,train/Bracelet/IMG_1387_df6d03a0_JPG.rf.806eaf288feb4294572ae59a6549e53b.jpg,IMG_1387_df6d03a0,Bracelet,0,train,dataset1
DS1_IMG_000096,train/Bracelet/IMG_1391_ed1c97e8_JPG.rf.250609ca47a293b1832b38a853a2cba6.jpg,IMG_1391_ed1c97e8,Bracelet,0,train,dataset1
DS1_IMG_000097,train/Bracelet/IMG_1391_ed1c97e8_JPG.rf.56f6efec34076774b650c39f189396a4.jpg,IMG_1391_ed1c97e8,Bracelet,0,train,dataset1
DS1_IMG_000098,train/Bracelet/IMG_1391_ed1c97e8_JPG.rf.d610d585f9f241aad4001afc484eeb61.jpg,IMG_1391_ed1c97e8,Bracelet,0,train,dataset1
DS1_IMG_000099,train/Bracelet/IMG_1394_7607b0c2_JPG.rf.32a435f776480d71bedc6b5881946580.jpg,IMG_1394_7607b0c2,Bracelet,0,train,dataset1
DS1_IMG_000100,train/Bracelet/IMG_1394_7607b0c2_JPG.rf.54095143946ab0975c25bff342fb49f7.jpg,IMG_1394_7607b0c2,Bracelet,0,train,dataset1
DS1_IMG_000101,train/Bracelet/IMG_1394_7607b0c2_JPG.rf.d58d338ddcd15f7454cb0f676efdacca.jpg,IMG_1394_7607b0c2,Bracelet,0,train,dataset1
DS1_IMG_000102,train/Bracelet/IMG_1395_86846678_JPG.rf.b5371b96f9a86b283f4a642cf59b79e9.jpg,IMG_1395_86846678,Bracelet,0,train,dataset1
DS1_IMG_000103,train/Bracelet/IMG_1395_86846678_JPG.rf.c82c0127e72df8a5ad72e9144097a8d3.jpg,IMG_1395_86846678,Bracelet,0,train,dataset1
DS1_IMG_000104,train/Bracelet/IMG_1395_86846678_JPG.rf.d1153afe6f022714e763da6e21768a0c.jpg,IMG_1395_86846678,Bracelet,0,train,dataset1
DS1_IMG_000105,train/Bracelet/IMG_1406_58d593d9_JPG.rf.2647cd73d7b9fef27afe6b9989d9d964.jpg,IMG_1406_58d593d9,Bracelet,0,train,dataset1
DS1_IMG_000106,train/Bracelet/IMG_1406_58d593d9_JPG.rf.a68023d34a707de07c8a473ee7db6ff2.jpg,IMG_1406_58d593d9,Bracelet,0,train,dataset1
DS1_IMG_000107,train/Bracelet/IMG_1406_58d593d9_JPG.rf.e1f78cde0928e093c94389b7cc2ffb00.jpg,IMG_1406_58d593d9,Bracelet,0,train,dataset1
DS1_IMG_000108,train/Bracelet/IMG_1408_7894aa0a_JPG.rf.17d62e23e0a2b2e2526f37175988a185.jpg,IMG_1408_7894aa0a,Bracelet,0,train,dataset1
DS1_IMG_000109,train/Bracelet/IMG_1408_7894aa0a_JPG.rf.c00144c7badb55e4e55273636b8c723a.jpg,IMG_1408_7894aa0a,Bracelet,0,train,dataset1
DS1_IMG_000110,train/Bracelet/IMG_1408_7894aa0a_JPG.rf.d48bae9acdebc2d38735de96cba121e0.jpg,IMG_1408_7894aa0a,Bracelet,0,train,dataset1
DS1_IMG_000111,train/Bracelet/IMG_1409_72ebef04_JPG.rf.290b84a8ef505835be8e835a421d9991.jpg,IMG_1409_72ebef04,Bracelet,0,train,dataset1
DS1_IMG_000112,train/Bracelet/IMG_1409_72ebef04_JPG.rf.4090472079ea87aed37dafb822317b56.jpg,IMG_1409_72ebef04,Bracelet,0,train,dataset1
DS1_IMG_000113,train/Bracelet/IMG_1409_72ebef04_JPG.rf.96de6554a2ca1167a89058eb91fc4413.jpg,IMG_1409_72ebef04,Bracelet,0,train,dataset1
DS1_IMG_000114,train/Bracelet/IMG_1412_af9b6ad5_JPG.rf.049fd4afc8b8ca70de96b92981765bfa.jpg,IMG_1412_af9b6ad5,Bracelet,0,train,dataset1
DS1_IMG_000115,train/Bracelet/IMG_1412_af9b6ad5_JPG.rf.3d4b01f0ccdd60835d301f00d2b573a1.jpg,IMG_1412_af9b6ad5,Bracelet,0,train,dataset1
DS1_IMG_000116,train/Bracelet/IMG_1412_af9b6ad5_JPG.rf.9dbecf63db19a0c3cc8e50c369f6e8d0.jpg,IMG_1412_af9b6ad5,Bracelet,0,train,dataset1
DS1_IMG_000117,train/Bracelet/IMG_1413_ada95965_JPG.rf.22fd1fbe8cf4ae3cd2a6ba79d62805ea.jpg,IMG_1413_ada95965,Bracelet,0,train,dataset1
DS1_IMG_000118,train/Bracelet/IMG_1413_ada95965_JPG.rf.376be6c170aefc7bbfab2b1f766e9820.jpg,IMG_1413_ada95965,Bracelet,0,train,dataset1
DS1_IMG_000119,train/Bracelet/IMG_1413_ada95965_JPG.rf.c3dbb12647c11fa0d615c0600e0b70c8.jpg,IMG_1413_ada95965,Bracelet,0,train,dataset1
DS1_IMG_000120,train/Bracelet/IMG_1414_300283f9_JPG.rf.6e4b007b686a3f4087e5f14075dda308.jpg,IMG_1414_300283f9,Bracelet,0,train,dataset1
DS1_IMG_000121,train/Bracelet/IMG_1414_300283f9_JPG.rf.b053bcf0e143c6ae52efdbb8678e5fed.jpg,IMG_1414_300283f9,Bracelet,0,train,dataset1
DS1_IMG_000122,train/Bracelet/IMG_1414_300283f9_JPG.rf.b1c45f8224452a14b2a985db8b24224e.jpg,IMG_1414_300283f9,Bracelet,0,train,dataset1
DS1_IMG_000123,train/Bracelet/IMG_1665_b27c0450_JPG.rf.3abb9c12b8af9363efc37029b1dbc64f.jpg,IMG_1665_b27c0450,Bracelet,0,train,dataset1
DS1_IMG_000124,train/Bracelet/IMG_1665_b27c0450_JPG.rf.3eff99810830b9129f7133ce8c36603e.jpg,IMG_1665_b27c0450,Bracelet,0,train,dataset1
DS1_IMG_000125,train/Bracelet/IMG_1665_b27c0450_JPG.rf.7305116b780a41a79d825d14ae52c31e.jpg,IMG_1665_b27c0450,Bracelet,0,train,dataset1
DS1_IMG_000126,train/Bracelet/IMG_1683_b28ea518_JPG.rf.347cc5819bf00acd36e9839c5170f0ab.jpg,IMG_1683_b28ea518,Bracelet,0,train,dataset1
DS1_IMG_000127,train/Bracelet/IMG_1683_b28ea518_JPG.rf.65a081b3b68fc701d07d5d3573f7ca80.jpg,IMG_1683_b28ea518,Bracelet,0,train,dataset1
DS1_IMG_000128,train/Bracelet/IMG_1683_b28ea518_JPG.rf.8f995c6bec97ff6bf11284952bd6e5f0.jpg,IMG_1683_b28ea518,Bracelet,0,train,dataset1
DS1_IMG_000129,train/Bracelet/IMG_1684_ae89634a_JPG.rf.08087bc9e4f0b8424c9ca1c3b9342fbc.jpg,IMG_1684_ae89634a,Bracelet,0,train,dataset1
DS1_IMG_000130,train/Bracelet/IMG_1684_ae89634a_JPG.rf.6d9f9b920aa1b8cdb9bdf816eabee53b.jpg,IMG_1684_ae89634a,Bracelet,0,train,dataset1
DS1_IMG_000131,train/Bracelet/IMG_1684_ae89634a_JPG.rf.c7b35f495d855a1600616ece8218532c.jpg,IMG_1684_ae89634a,Bracelet,0,train,dataset1
DS1_IMG_000132,train/Bracelet/IMG_1685_c6b74b54_JPG.rf.0d533dbf0f752f0fc705ea5d21861e01.jpg,IMG_1685_c6b74b54,Bracelet,0,train,dataset1
DS1_IMG_000133,train/Bracelet/IMG_1685_c6b74b54_JPG.rf.4fd3f4321d88d6dd44b08d8f8b641c22.jpg,IMG_1685_c6b74b54,Bracelet,0,train,dataset1
DS1_IMG_000134,train/Bracelet/IMG_1685_c6b74b54_JPG.rf.aaffe2aa629535515a3214a8c5abc46a.jpg,IMG_1685_c6b74b54,Bracelet,0,train,dataset1
DS1_IMG_000135,train/Bracelet/IMG_1686_2d160e81_JPG.rf.3ca63502b1a446285b66b4d310d48b2b.jpg,IMG_1686_2d160e81,Bracelet,0,train,dataset1
DS1_IMG_000136,train/Bracelet/IMG_1686_2d160e81_JPG.rf.4043369c1888fd2cdf054a9fcb3fc818.jpg,IMG_1686_2d160e81,Bracelet,0,train,dataset1
DS1_IMG_000137,train/Bracelet/IMG_1686_2d160e81_JPG.rf.48ba7db6957ef1fe07200d98c2ce5903.jpg,IMG_1686_2d160e81,Bracelet,0,train,dataset1
DS1_IMG_000138,train/Bracelet/IMG_1687_eac9193f_JPG.rf.1d65a33d00e24750ad4de96e581b3da9.jpg,IMG_1687_eac9193f,Bracelet,0,train,dataset1
DS1_IMG_000139,train/Bracelet/IMG_1687_eac9193f_JPG.rf.6750c4bef8e6f49f17c7a3f930bb1e8d.jpg,IMG_1687_eac9193f,Bracelet,0,train,dataset1
DS1_IMG_000140,train/Bracelet/IMG_1687_eac9193f_JPG.rf.fddf8247707d737930eb70bcd661c795.jpg,IMG_1687_eac9193f,Bracelet,0,train,dataset1
DS1_IMG_000141,train/Bracelet/IMG_2314_ab5f5308_JPG.rf.6a6f0e1b15c57d9825c8331ce4709dda.jpg,IMG_2314_ab5f5308,Bracelet,0,train,dataset1
DS1_IMG_000142,train/Bracelet/IMG_2314_ab5f5308_JPG.rf.b3641d45b59517ed70f44bd62a24cb0e.jpg,IMG_2314_ab5f5308,Bracelet,0,train,dataset1
DS1_IMG_000143,train/Bracelet/IMG_2314_ab5f5308_JPG.rf.f717d9e6b649882213d37aaa128bb5bd.jpg,IMG_2314_ab5f5308,Bracelet,0,train,dataset1
DS1_IMG_000144,train/Bracelet/IMG_2315_66fd2087_JPG.rf.6e37effe2a8a2a0dca2ba555fef4c455.jpg,IMG_2315_66fd2087,Bracelet,0,train,dataset1
DS1_IMG_000145,train/Bracelet/IMG_2315_66fd2087_JPG.rf.7a35bbf17c8a9a66a76b44929c232529.jpg,IMG_2315_66fd2087,Bracelet,0,train,dataset1
DS1_IMG_000146,train/Bracelet/IMG_2315_66fd2087_JPG.rf.81139ecce6ea830b960339ae06980f40.jpg,IMG_2315_66fd2087,Bracelet,0,train,dataset1
