pair_id,image_id_1,image_id_2,group_id_1,group_id_2,category_id_1,category_id_2,category_1,category_2,split,label,pair_type,negative_type
DS1_IMG_000016__DS1_IMG_000018,DS1_IMG_000016,DS1_IMG_000018,IMG_0430-1-_046d20ce,IMG_0430-1-_046d20ce,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000016__DS1_IMG_001718,DS1_IMG_000016,DS1_IMG_001718,IMG_0430-1-_046d20ce,IMG_0419_2058b182,0,2,Bracelet,Necklace,train,0,negative,cross_category
DS1_IMG_000017__DS1_IMG_000018,DS1_IMG_000017,DS1_IMG_000018,IMG_0430-1-_046d20ce,IMG_0430-1-_046d20ce,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000017__DS1_IMG_004008,DS1_IMG_000017,DS1_IMG_004008,IMG_0430-1-_046d20ce,other_20241125_122403_8383c799,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000018__DS1_IMG_001382,DS1_IMG_000018,DS1_IMG_001382,IMG_0430-1-_046d20ce,earring_89,0,1,Bracelet,Earrings,train,0,negative,cross_category
DS1_IMG_000019__DS1_IMG_000020,DS1_IMG_000019,DS1_IMG_000020,IMG_0430-1-_e8eb3b89,IMG_0430-1-_e8eb3b89,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000019__DS1_IMG_000021,DS1_IMG_000019,DS1_IMG_000021,IMG_0430-1-_e8eb3b89,IMG_0430-1-_e8eb3b89,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000019__DS1_IMG_001971,DS1_IMG_000019,DS1_IMG_001971,IMG_0430-1-_e8eb3b89,IMG_0583-Copy_d1d61f9e,0,2,Bracelet,Necklace,train,0,negative,cross_category
DS1_IMG_000019__DS1_IMG_003943,DS1_IMG_000019,DS1_IMG_003943,IMG_0430-1-_e8eb3b89,IMG_2943_c72380bb,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000019__DS1_IMG_004007,DS1_IMG_000019,DS1_IMG_004007,IMG_0430-1-_e8eb3b89,other_20241125_122403_8383c799,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000020__DS1_IMG_000021,DS1_IMG_000020,DS1_IMG_000021,IMG_0430-1-_e8eb3b89,IMG_0430-1-_e8eb3b89,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000020__DS1_IMG_001127,DS1_IMG_000020,DS1_IMG_001127,IMG_0430-1-_e8eb3b89,earring_264,0,1,Bracelet,Earrings,train,0,negative,cross_category
DS1_IMG_000020__DS1_IMG_004072,DS1_IMG_000020,DS1_IMG_004072,IMG_0430-1-_e8eb3b89,ring_047,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000022__DS1_IMG_000023,DS1_IMG_000022,DS1_IMG_000023,IMG_0431_69caa589,IMG_0431_69caa589,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000022__DS1_IMG_000024,DS1_IMG_000022,DS1_IMG_000024,IMG_0431_69caa589,IMG_0431_69caa589,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000022__DS1_IMG_001792,DS1_IMG_000022,DS1_IMG_001792,IMG_0431_69caa589,IMG_0489-1-_27e95fd4,0,2,Bracelet,Necklace,train,0,negative,cross_category
DS1_IMG_000022__DS1_IMG_004214,DS1_IMG_000022,DS1_IMG_004214,IMG_0431_69caa589,ring_124,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000023__DS1_IMG_000024,DS1_IMG_000023,DS1_IMG_000024,IMG_0431_69caa589,IMG_0431_69caa589,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000025__DS1_IMG_000026,DS1_IMG_000025,DS1_IMG_000026,IMG_0432_ebfd19c6,IMG_0432_ebfd19c6,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000025__DS1_IMG_000027,DS1_IMG_000025,DS1_IMG_000027,IMG_0432_ebfd19c6,IMG_0432_ebfd19c6,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000025__DS1_IMG_002355,DS1_IMG_000025,DS1_IMG_002355,IMG_0432_ebfd19c6,IMG_1503_7c88ee1e,0,2,Bracelet,Necklace,train,0,negative,cross_category
DS1_IMG_000025__DS1_IMG_003854,DS1_IMG_000025,DS1_IMG_003854,IMG_0432_ebfd19c6,IMG_2836_db94d1e7,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000026__DS1_IMG_000027,DS1_IMG_000026,DS1_IMG_000027,IMG_0432_ebfd19c6,IMG_0432_ebfd19c6,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000026__DS1_IMG_004171,DS1_IMG_000026,DS1_IMG_004171,IMG_0432_ebfd19c6,ring_097,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000027__DS1_IMG_001675,DS1_IMG_000027,DS1_IMG_001675,IMG_0432_ebfd19c6,IMG_0388_f427e539,0,2,Bracelet,Necklace,train,0,negative,cross_category
DS1_IMG_000027__DS1_IMG_003733,DS1_IMG_000027,DS1_IMG_003733,IMG_0432_ebfd19c6,IMG_0858_52572277,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000027__DS1_IMG_003931,DS1_IMG_000027,DS1_IMG_003931,IMG_0432_ebfd19c6,IMG_2931_6b15625f,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000028__DS1_IMG_000029,DS1_IMG_000028,DS1_IMG_000029,IMG_0433-1-_c47b78a0,IMG_0433-1-_c47b78a0,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000028__DS1_IMG_000030,DS1_IMG_000028,DS1_IMG_000030,IMG_0433-1-_c47b78a0,IMG_0433-1-_c47b78a0,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000028__DS1_IMG_003957,DS1_IMG_000028,DS1_IMG_003957,IMG_0433-1-_c47b78a0,necklace_124,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000028__DS1_IMG_003962,DS1_IMG_000028,DS1_IMG_003962,IMG_0433-1-_c47b78a0,necklace_20241125_122545_01000080,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000029__DS1_IMG_000030,DS1_IMG_000029,DS1_IMG_000030,IMG_0433-1-_c47b78a0,IMG_0433-1-_c47b78a0,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000029__DS1_IMG_003081,DS1_IMG_000029,DS1_IMG_003081,IMG_0433-1-_c47b78a0,IMG_3110_e8631d85,0,2,Bracelet,Necklace,train,0,negative,cross_category
DS1_IMG_000029__DS1_IMG_003712,DS1_IMG_000029,DS1_IMG_003712,IMG_0433-1-_c47b78a0,IMG_0733_64e5db0c,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000029__DS1_IMG_003751,DS1_IMG_000029,DS1_IMG_003751,IMG_0433-1-_c47b78a0,IMG_0885_67639274,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000029__DS1_IMG_004152,DS1_IMG_000029,DS1_IMG_004152,IMG_0433-1-_c47b78a0,ring_089,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000030__DS1_IMG_001579,DS1_IMG_000030,DS1_IMG_001579,IMG_0433-1-_c47b78a0,IMG_0239_fed2d21f,0,2,Bracelet,Necklace,train,0,negative,cross_category
DS1_IMG_000034__DS1_IMG_000035,DS1_IMG_000034,DS1_IMG_000035,IMG_0434_5a344889,IMG_0434_5a344889,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000034__DS1_IMG_000036,DS1_IMG_000034,DS1_IMG_000036,IMG_0434_5a344889,IMG_0434_5a344889,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000034__DS1_IMG_002697,DS1_IMG_000034,DS1_IMG_002697,IMG_0434_5a344889,IMG_2241_3b280df7,0,2,Bracelet,Necklace,train,0,negative,cross_category
DS1_IMG_000034__DS1_IMG_003726,DS1_IMG_000034,DS1_IMG_003726,IMG_0434_5a344889,IMG_0842_54be0d37,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000034__DS1_IMG_003789,DS1_IMG_000034,DS1_IMG_003789,IMG_0434_5a344889,IMG_2269_56abfe73,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000034__DS1_IMG_004008,DS1_IMG_000034,DS1_IMG_004008,IMG_0434_5a344889,other_20241125_122403_8383c799,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000035__DS1_IMG_000036,DS1_IMG_000035,DS1_IMG_000036,IMG_0434_5a344889,IMG_0434_5a344889,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000035__DS1_IMG_003985,DS1_IMG_000035,DS1_IMG_003985,IMG_0434_5a344889,necklace_20241125_122545_3efef2e3,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000035__DS1_IMG_004057,DS1_IMG_000035,DS1_IMG_004057,IMG_0434_5a344889,Screenshot_20181116-204417_1542449390654,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000035__DS1_IMG_004080,DS1_IMG_000035,DS1_IMG_004080,IMG_0434_5a344889,ring_050,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000040__DS1_IMG_000041,DS1_IMG_000040,DS1_IMG_000041,IMG_0436_b4f3da31,IMG_0436_b4f3da31,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000040__DS1_IMG_000042,DS1_IMG_000040,DS1_IMG_000042,IMG_0436_b4f3da31,IMG_0436_b4f3da31,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000041__DS1_IMG_000042,DS1_IMG_000041,DS1_IMG_000042,IMG_0436_b4f3da31,IMG_0436_b4f3da31,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000041__DS1_IMG_000984,DS1_IMG_000041,DS1_IMG_000984,IMG_0436_b4f3da31,earring_143,0,1,Bracelet,Earrings,train,0,negative,cross_category
DS1_IMG_000041__DS1_IMG_003798,DS1_IMG_000041,DS1_IMG_003798,IMG_0436_b4f3da31,IMG_2371_c0acc0f4,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000042__DS1_IMG_000881,DS1_IMG_000042,DS1_IMG_000881,IMG_0436_b4f3da31,Screenshot_20181115-080413_1542265992057,0,1,Bracelet,Earrings,train,0,negative,cross_category
DS1_IMG_000042__DS1_IMG_004266,DS1_IMG_000042,DS1_IMG_004266,IMG_0436_b4f3da31,ring_158,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000043__DS1_IMG_000044,DS1_IMG_000043,DS1_IMG_000044,IMG_0437_87aa8202,IMG_0437_87aa8202,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000043__DS1_IMG_000045,DS1_IMG_000043,DS1_IMG_000045,IMG_0437_87aa8202,IMG_0437_87aa8202,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000043__DS1_IMG_001186,DS1_IMG_000043,DS1_IMG_001186,IMG_0437_87aa8202,earring_323,0,1,Bracelet,Earrings,train,0,negative,cross_category
DS1_IMG_000043__DS1_IMG_004037,DS1_IMG_000043,DS1_IMG_004037,IMG_0437_87aa8202,Screenshot_20181116-203818_1542449673275,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000044__DS1_IMG_000045,DS1_IMG_000044,DS1_IMG_000045,IMG_0437_87aa8202,IMG_0437_87aa8202,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000044__DS1_IMG_003800,DS1_IMG_000044,DS1_IMG_003800,IMG_0437_87aa8202,IMG_2379_ad6a1bf5,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000044__DS1_IMG_003876,DS1_IMG_000044,DS1_IMG_003876,IMG_0437_87aa8202,IMG_2860_b5be60fb,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000044__DS1_IMG_004169,DS1_IMG_000044,DS1_IMG_004169,IMG_0437_87aa8202,ring_097,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000045__DS1_IMG_002158,DS1_IMG_000045,DS1_IMG_002158,IMG_0437_87aa8202,IMG_1339_be32dfe7,0,2,Bracelet,Necklace,train,0,negative,cross_category
DS1_IMG_000045__DS1_IMG_004052,DS1_IMG_000045,DS1_IMG_004052,IMG_0437_87aa8202,Screenshot_20181116-204341_1542449441847,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000046__DS1_IMG_000047,DS1_IMG_000046,DS1_IMG_000047,IMG_0438_35a93e41,IMG_0438_35a93e41,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000046__DS1_IMG_000048,DS1_IMG_000046,DS1_IMG_000048,IMG_0438_35a93e41,IMG_0438_35a93e41,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000046__DS1_IMG_001061,DS1_IMG_000046,DS1_IMG_001061,IMG_0438_35a93e41,earring_20241125_122504_ffff2707,0,1,Bracelet,Earrings,train,0,negative,cross_category
DS1_IMG_000046__DS1_IMG_002703,DS1_IMG_000046,DS1_IMG_002703,IMG_0438_35a93e41,IMG_2244_14406e61,0,2,Bracelet,Necklace,train,0,negative,cross_category
DS1_IMG_000046__DS1_IMG_003807,DS1_IMG_000046,DS1_IMG_003807,IMG_0438_35a93e41,IMG_2427_3a6bdae9,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000047__DS1_IMG_000048,DS1_IMG_000047,DS1_IMG_000048,IMG_0438_35a93e41,IMG_0438_35a93e41,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000047__DS1_IMG_003698,DS1_IMG_000047,DS1_IMG_003698,IMG_0438_35a93e41,IMG_0669_957b4e82,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000047__DS1_IMG_003889,DS1_IMG_000047,DS1_IMG_003889,IMG_0438_35a93e41,IMG_2877_c118c42c,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000048__DS1_IMG_001235,DS1_IMG_000048,DS1_IMG_001235,IMG_0438_35a93e41,earring_371,0,1,Bracelet,Earrings,train,0,negative,cross_category
DS1_IMG_000048__DS1_IMG_001788,DS1_IMG_000048,DS1_IMG_001788,IMG_0438_35a93e41,IMG_0476-1-_7c255155,0,2,Bracelet,Necklace,train,0,negative,cross_category
DS1_IMG_000049__DS1_IMG_000050,DS1_IMG_000049,DS1_IMG_000050,IMG_0822_795188d3,IMG_0822_795188d3,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000049__DS1_IMG_000051,DS1_IMG_000049,DS1_IMG_000051,IMG_0822_795188d3,IMG_0822_795188d3,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000049__DS1_IMG_001148,DS1_IMG_000049,DS1_IMG_001148,IMG_0822_795188d3,earring_285,0,1,Bracelet,Earrings,train,0,negative,cross_category
DS1_IMG_000050__DS1_IMG_000051,DS1_IMG_000050,DS1_IMG_000051,IMG_0822_795188d3,IMG_0822_795188d3,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000050__DS1_IMG_000999,DS1_IMG_000050,DS1_IMG_000999,IMG_0822_795188d3,earring_152,0,1,Bracelet,Earrings,train,0,negative,cross_category
DS1_IMG_000050__DS1_IMG_003686,DS1_IMG_000050,DS1_IMG_003686,IMG_0822_795188d3,IMG_0471_02f2128e,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000050__DS1_IMG_004153,DS1_IMG_000050,DS1_IMG_004153,IMG_0822_795188d3,ring_089,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000051__DS1_IMG_002706,DS1_IMG_000051,DS1_IMG_002706,IMG_0822_795188d3,IMG_2245_a2950813,0,2,Bracelet,Necklace,train,0,negative,cross_category
DS1_IMG_000051__DS1_IMG_003922,DS1_IMG_000051,DS1_IMG_003922,IMG_0822_795188d3,IMG_2922_996200cd,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000058__DS1_IMG_000059,DS1_IMG_000058,DS1_IMG_000059,IMG_0828_1a7ccf98,IMG_0828_1a7ccf98,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000058__DS1_IMG_000060,DS1_IMG_000058,DS1_IMG_000060,IMG_0828_1a7ccf98,IMG_0828_1a7ccf98,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000058__DS1_IMG_003317,DS1_IMG_000058,DS1_IMG_003317,IMG_0828_1a7ccf98,IMG_3596_dd2c482e,0,2,Bracelet,Necklace,train,0,negative,cross_category
DS1_IMG_000058__DS1_IMG_003844,DS1_IMG_000058,DS1_IMG_003844,IMG_0828_1a7ccf98,IMG_2821_d4955818,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000058__DS1_IMG_003911,DS1_IMG_000058,DS1_IMG_003911,IMG_0828_1a7ccf98,IMG_2912_9176f0b9,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000058__DS1_IMG_004056,DS1_IMG_000058,DS1_IMG_004056,IMG_0828_1a7ccf98,Screenshot_20181116-204417_1542449390654,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000058__DS1_IMG_004086,DS1_IMG_000058,DS1_IMG_004086,IMG_0828_1a7ccf98,ring_054,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000059__DS1_IMG_000060,DS1_IMG_000059,DS1_IMG_000060,IMG_0828_1a7ccf98,IMG_0828_1a7ccf98,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000059__DS1_IMG_003769,DS1_IMG_000059,DS1_IMG_003769,IMG_0828_1a7ccf98,IMG_1404_0cd245f2,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000059__DS1_IMG_004164,DS1_IMG_000059,DS1_IMG_004164,IMG_0828_1a7ccf98,ring_095,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000060__DS1_IMG_003630,DS1_IMG_000060,DS1_IMG_003630,IMG_0828_1a7ccf98,necklace_77,0,2,Bracelet,Necklace,train,0,negative,cross_category
DS1_IMG_000060__DS1_IMG_003670,DS1_IMG_000060,DS1_IMG_003670,IMG_0828_1a7ccf98,IMG_0371_d1d4878f,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000061__DS1_IMG_000062,DS1_IMG_000061,DS1_IMG_000062,IMG_0829_d0d05a1e,IMG_0829_d0d05a1e,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000061__DS1_IMG_000063,DS1_IMG_000061,DS1_IMG_000063,IMG_0829_d0d05a1e,IMG_0829_d0d05a1e,0,0,Bracelet,Bracelet,train,1,positive,
DS1_IMG_000061__DS1_IMG_001346,DS1_IMG_000061,DS1_IMG_001346,IMG_0829_d0d05a1e,earring_57,0,1,Bracelet,Earrings,train,0,negative,cross_category
DS1_IMG_000061__DS1_IMG_003744,DS1_IMG_000061,DS1_IMG_003744,IMG_0829_d0d05a1e,IMG_0863_4e8ef7be,0,3,Bracelet,Pendant,train,0,negative,cross_category
DS1_IMG_000061__DS1_IMG_004068,DS1_IMG_000061,DS1_IMG_004068,IMG_0829_d0d05a1e,ring_044,0,4,Bracelet,Ring,train,0,negative,cross_category
DS1_IMG_000062__DS1_IMG_000063,DS1_IMG_000062,DS1_IMG_000063,IMG_0829_d0d05a1e,IMG_0829_d0d05a1e,0,0,Bracelet,Bracelet,train,1,positive,
